Unnamed: 0,questions,answer,type
443,At what specific date did Cambodia enter the United Nations?,12/14/1955,date
444,When did Cambodia become part of the United Nations?,12/14/1955,date
445,At what date did Cambodia receive membership in the United Nations?,12/14/1955,date
446,When was Cambodia accepted as a member of the United Nations?,12/14/1955,date
447,give me the date when Cambodia became a member of the UN,12/14/1955,date
448,When did Cambodia obtain its United Nations membership?,12/14/1955,date
449,what was the date when Cambodia acquired membership in the United Nations?,12/14/1955,date
450,At what date did Cameroon attain membership in the United Nations?,09/20/1960,date
451,When was Cameroon admitted to the United Nations?,09/20/1960,date
452,At what date did Cameroon gain entry into the United Nations?,09/20/1960,date
453,When did Cameroon become a member state of the United Nations?,09/20/1960,date
454,give me Cameroon’s date of admission (dd/mm/yyyy format) into the UN,09/20/1960,date
455,When was Cameroon granted UN membership?,09/20/1960,date
456,At what date did Cameroon secure its place in the United Nations?,09/20/1960,date
457,When did Cameroon achieve membership status within the United Nations?,09/20/1960,date
458,At what specific date did Cameroon enter the United Nations?,09/20/1960,date
459,When did Cameroon become part of the United Nations?,09/20/1960,date
460,At what date did Cameroon receive membership in the United Nations?,09/20/1960,date
461,When was Cameroon accepted as a member of the United Nations?,09/20/1960,date
462,give me the date when Cameroon became a member of the UN,09/20/1960,date
463,When did Cameroon obtain its United Nations membership?,09/20/1960,date
464,what was the date when Cameroon acquired membership in the United Nations?,09/20/1960,date
465,At what date did Canada attain membership in the United Nations?,11/09/1945,date
466,When was Canada admitted to the United Nations?,11/09/1945,date
467,At what date did Canada gain entry into the United Nations?,11/09/1945,date
468,When did Canada become a member state of the United Nations?,11/09/1945,date
469,give me Canada’s date of admission (dd/mm/yyyy format) into the UN,11/09/1945,date
470,When was Canada granted UN membership?,11/09/1945,date
471,At what date did Canada secure its place in the United Nations?,11/09/1945,date
472,When did Canada achieve membership status within the United Nations?,11/09/1945,date
473,At what specific date did Canada enter the United Nations?,11/09/1945,date
474,When did Canada become part of the United Nations?,11/09/1945,date
475,At what date did Canada receive membership in the United Nations?,11/09/1945,date
476,When was Canada accepted as a member of the United Nations?,11/09/1945,date
477,give me the date when Canada became a member of the UN,11/09/1945,date
478,When did Canada obtain its United Nations membership?,11/09/1945,date
479,what was the date when Canada acquired membership in the United Nations?,11/09/1945,date
480,At what date did Central African Republic attain membership in the United Nations?,09/20/1960,date
481,When was Central African Republic admitted to the United Nations?,09/20/1960,date
482,At what date did Central African Republic gain entry into the United Nations?,09/20/1960,date
483,When did Central African Republic become a member state of the United Nations?,09/20/1960,date
484,give me Central African Republic’s date of admission (dd/mm/yyyy format) into the UN,09/20/1960,date
485,When was Central African Republic granted UN membership?,09/20/1960,date
486,At what date did Central African Republic secure its place in the United Nations?,09/20/1960,date
487,When did Central African Republic achieve membership status within the United Nations?,09/20/1960,date
488,At what specific date did Central African Republic enter the United Nations?,09/20/1960,date
489,When did Central African Republic become part of the United Nations?,09/20/1960,date
490,At what date did Central African Republic receive membership in the United Nations?,09/20/1960,date
491,When was Central African Republic accepted as a member of the United Nations?,09/20/1960,date
492,give me the date when Central African Republic became a member of the UN,09/20/1960,date
493,When did Central African Republic obtain its United Nations membership?,09/20/1960,date
494,what was the date when Central African Republic acquired membership in the United Nations?,09/20/1960,date
495,At what date did Chad attain membership in the United Nations?,09/20/1960,date
496,When was Chad admitted to the United Nations?,09/20/1960,date
497,At what date did Chad gain entry into the United Nations?,09/20/1960,date
498,When did Chad become a member state of the United Nations?,09/20/1960,date
499,give me Chad’s date of admission (dd/mm/yyyy format) into the UN,09/20/1960,date
500,When was Chad granted UN membership?,09/20/1960,date
501,At what date did Chad secure its place in the United Nations?,09/20/1960,date
502,When did Chad achieve membership status within the United Nations?,09/20/1960,date
503,At what specific date did Chad enter the United Nations?,09/20/1960,date
504,When did Chad become part of the United Nations?,09/20/1960,date
505,At what date did Chad receive membership in the United Nations?,09/20/1960,date
506,When was Chad accepted as a member of the United Nations?,09/20/1960,date
507,give me the date when Chad became a member of the UN,09/20/1960,date
508,When did Chad obtain its United Nations membership?,09/20/1960,date
509,what was the date when Chad acquired membership in the United Nations?,09/20/1960,date
510,At what date did Chile attain membership in the United Nations?,10/24/1945,date
511,When was Chile admitted to the United Nations?,10/24/1945,date
512,At what date did Chile gain entry into the United Nations?,10/24/1945,date
513,When did Chile become a member state of the United Nations?,10/24/1945,date
514,give me Chile’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
515,When was Chile granted UN membership?,10/24/1945,date
516,At what date did Chile secure its place in the United Nations?,10/24/1945,date
517,When did Chile achieve membership status within the United Nations?,10/24/1945,date
518,At what specific date did Chile enter the United Nations?,10/24/1945,date
519,When did Chile become part of the United Nations?,10/24/1945,date
520,At what date did Chile receive membership in the United Nations?,10/24/1945,date
521,When was Chile accepted as a member of the United Nations?,10/24/1945,date
522,give me the date when Chile became a member of the UN,10/24/1945,date
523,When did Chile obtain its United Nations membership?,10/24/1945,date
524,what was the date when Chile acquired membership in the United Nations?,10/24/1945,date
525,At what date did China attain membership in the United Nations?,10/24/1945,date
526,When was China admitted to the United Nations?,10/24/1945,date
527,At what date did China gain entry into the United Nations?,10/24/1945,date
528,When did China become a member state of the United Nations?,10/24/1945,date
529,give me China’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
530,When was China granted UN membership?,10/24/1945,date
531,At what date did China secure its place in the United Nations?,10/24/1945,date
532,When did China achieve membership status within the United Nations?,10/24/1945,date
533,At what specific date did China enter the United Nations?,10/24/1945,date
534,When did China become part of the United Nations?,10/24/1945,date
535,At what date did China receive membership in the United Nations?,10/24/1945,date
536,When was China accepted as a member of the United Nations?,10/24/1945,date
537,give me the date when China became a member of the UN,10/24/1945,date
538,When did China obtain its United Nations membership?,10/24/1945,date
539,what was the date when China acquired membership in the United Nations?,10/24/1945,date
540,At what date did Colombia attain membership in the United Nations?,11/05/1945,date
