Unnamed: 0,questions,answer,type
372,What was the population total for Tasmania's 10-14  age demographic in 2011?,"32,687",numeric
373,"In 2011, what was the population of Tasmania of the age group 10-14  years?","32,687",numeric
374,population of Tasmania in 2011 between 10-14  age group,"32,687",numeric
375,What was the population count of Northern Territory's 10-14  age group in 2011?,"14,820",numeric
376,How many individuals aged 10-14  were there in Northern Territory in 2011?,"14,820",numeric
377,What was Northern Territory's population figure for the 10-14  age bracket in 2011?,"14,820",numeric
378,"In 2011, what was the number of people aged 10-14  residing in Northern Territory?","14,820",numeric
379,What was the demographic size of Northern Territory's 10-14  age category in 2011?,"14,820",numeric
380,How many residents aged 10-14  were recorded in Northern Territory in 2011?,"14,820",numeric
381,What was the population tally for Northern Territory's 10-14  age group in 2011?,"14,820",numeric
382,How many individuals aged 10-14  were living in Northern Territory in 2011?,"14,820",numeric
383,What was the count of Northern Territory's 10-14  age range population in 2011?,"14,820",numeric
384,What was the population size of Northern Territory's 10-14  age group in 2011?,"14,820",numeric
385,What was the population census result for Northern Territory's 10-14  age cohort in 2011?,"14,820",numeric
386,How many people in the age group 10-14  were accounted for in Northern Territory's 2011 census?,"14,820",numeric
387,What was the population total for Northern Territory's 10-14  age demographic in 2011?,"14,820",numeric
388,"In 2011, what was the population of Northern Territory of the age group 10-14  years?","14,820",numeric
389,population of Northern Territory in 2011 between 10-14  age group,"14,820",numeric
390,What was the population count of Australian Capital Territory's 10-14  age group in 2011?,"23,999",numeric
391,How many individuals aged 10-14  were there in Australian Capital Territory in 2011?,"23,999",numeric
392,What was Australian Capital Territory's population figure for the 10-14  age bracket in 2011?,"23,999",numeric
393,"In 2011, what was the number of people aged 10-14  residing in Australian Capital Territory?","23,999",numeric
394,What was the demographic size of Australian Capital Territory's 10-14  age category in 2011?,"23,999",numeric
395,How many residents aged 10-14  were recorded in Australian Capital Territory in 2011?,"23,999",numeric
396,What was the population tally for Australian Capital Territory's 10-14  age group in 2011?,"23,999",numeric
397,How many individuals aged 10-14  were living in Australian Capital Territory in 2011?,"23,999",numeric
398,What was the count of Australian Capital Territory's 10-14  age range population in 2011?,"23,999",numeric
399,What was the population size of Australian Capital Territory's 10-14  age group in 2011?,"23,999",numeric
400,What was the population census result for Australian Capital Territory's 10-14  age cohort in 2011?,"23,999",numeric
401,How many people in the age group 10-14  were accounted for in Australian Capital Territory's 2011 census?,"23,999",numeric
402,What was the population total for Australian Capital Territory's 10-14  age demographic in 2011?,"23,999",numeric
403,"In 2011, what was the population of Australian Capital Territory of the age group 10-14  years?","23,999",numeric
404,population of Australian Capital Territory in 2011 between 10-14  age group,"23,999",numeric
405,What was the population count of Australia's 15-19  age group in 2011?,"1,460,673",numeric
406,How many individuals aged 15-19  were there in Australia in 2011?,"1,460,673",numeric
407,What was Australia's population figure for the 15-19  age bracket in 2011?,"1,460,673",numeric
408,"In 2011, what was the number of people aged 15-19  residing in Australia?","1,460,673",numeric
409,What was the demographic size of Australia's 15-19  age category in 2011?,"1,460,673",numeric
410,How many residents aged 15-19  were recorded in Australia in 2011?,"1,460,673",numeric
411,What was the population tally for Australia's 15-19  age group in 2011?,"1,460,673",numeric
412,How many individuals aged 15-19  were living in Australia in 2011?,"1,460,673",numeric
413,What was the count of Australia's 15-19  age range population in 2011?,"1,460,673",numeric
414,What was the population size of Australia's 15-19  age group in 2011?,"1,460,673",numeric
415,What was the population census result for Australia's 15-19  age cohort in 2011?,"1,460,673",numeric
416,How many people in the age group 15-19  were accounted for in Australia's 2011 census?,"1,460,673",numeric
417,What was the population total for Australia's 15-19  age demographic in 2011?,"1,460,673",numeric
418,"In 2011, what was the population of Australia of the age group 15-19  years?","1,460,673",numeric
419,population of Australia in 2011 between 15-19  age group,"1,460,673",numeric
420,What was the population count of New South Wales's 15-19  age group in 2011?,"449,685",numeric
421,How many individuals aged 15-19  were there in New South Wales in 2011?,"449,685",numeric
422,What was New South Wales's population figure for the 15-19  age bracket in 2011?,"449,685",numeric
423,"In 2011, what was the number of people aged 15-19  residing in New South Wales?","449,685",numeric
424,What was the demographic size of New South Wales's 15-19  age category in 2011?,"449,685",numeric
425,How many residents aged 15-19  were recorded in New South Wales in 2011?,"449,685",numeric
426,What was the population tally for New South Wales's 15-19  age group in 2011?,"449,685",numeric
427,How many individuals aged 15-19  were living in New South Wales in 2011?,"449,685",numeric
428,What was the count of New South Wales's 15-19  age range population in 2011?,"449,685",numeric
429,What was the population size of New South Wales's 15-19  age group in 2011?,"449,685",numeric
430,What was the population census result for New South Wales's 15-19  age cohort in 2011?,"449,685",numeric
431,How many people in the age group 15-19  were accounted for in New South Wales's 2011 census?,"449,685",numeric
432,What was the population total for New South Wales's 15-19  age demographic in 2011?,"449,685",numeric
433,"In 2011, what was the population of New South Wales of the age group 15-19  years?","449,685",numeric
434,population of New South Wales in 2011 between 15-19  age group,"449,685",numeric
435,What was the population count of Victoria's 15-19  age group in 2011?,"375,108",numeric
436,How many individuals aged 15-19  were there in Victoria in 2011?,"375,108",numeric
437,What was Victoria's population figure for the 15-19  age bracket in 2011?,"375,108",numeric
438,"In 2011, what was the number of people aged 15-19  residing in Victoria?","375,108",numeric
439,What was the demographic size of Victoria's 15-19  age category in 2011?,"375,108",numeric
440,How many residents aged 15-19  were recorded in Victoria in 2011?,"375,108",numeric
441,What was the population tally for Victoria's 15-19  age group in 2011?,"375,108",numeric
442,How many individuals aged 15-19  were living in Victoria in 2011?,"375,108",numeric
443,What was the count of Victoria's 15-19  age range population in 2011?,"375,108",numeric
444,What was the population size of Victoria's 15-19  age group in 2011?,"375,108",numeric
445,What was the population census result for Victoria's 15-19  age cohort in 2011?,"375,108",numeric
446,How many people in the age group 15-19  were accounted for in Victoria's 2011 census?,"375,108",numeric
447,What was the population total for Victoria's 15-19  age demographic in 2011?,"375,108",numeric
448,"In 2011, what was the population of Victoria of the age group 15-19  years?","375,108",numeric
449,population of Victoria in 2011 between 15-19  age group,"375,108",numeric
450,What was the population count of Queensland's 15-19  age group in 2011?,"293,845",numeric
451,How many individuals aged 15-19  were there in Queensland in 2011?,"293,845",numeric
452,What was Queensland's population figure for the 15-19  age bracket in 2011?,"293,845",numeric
453,"In 2011, what was the number of people aged 15-19  residing in Queensland?","293,845",numeric
454,What was the demographic size of Queensland's 15-19  age category in 2011?,"293,845",numeric
455,How many residents aged 15-19  were recorded in Queensland in 2011?,"293,845",numeric
